PortNumber,AccNumber,LocNumber,CountryCode,PostalCode,City,Latitude,Longitude,BuildingTIV,ContentsTIV,BITIV,LocDed,LocLimit,OccupancyCode,ConstructionCode
DEMO-1,ACC1011,LOC00344,BE,20266,Antwerp,51.16352,4.38711,442933,173344,97840,5000,,2100,5200
DEMO-1,ACC1001,LOC00013,DE,40471,Dusseldorf,51.22161,6.74321,2971890,917755,444813,2500,,3000,5950
DEMO-1,ACC1014,LOC00098,FR,69599,Lyon,45.82187,5.13241,8129162,2255057,2317339,25000,,1050,5000
DEMO-1,ACC1007,LOC00297,NL,10205,Amsterdam,52.48558,5.07929,3125954,1257578,906811,2500,2500764,1100,5000
DEMO-1,ACC1004,LOC00420,DE,60447,Frankfurt,50.14216,8.61479,4908018,1162051,948070,2500,,1100,5000
DEMO-1,ACC1004,LOC00057,DE,60691,Frankfurt,50.04753,8.52165,1876998,299800,208271,25000,,3000,5200
DEMO-1,ACC1019,LOC00125,IT,20561,Milan,45.39725,9.14907,8921578,3085124,821250,25000,,3000,5200
DEMO-1,ACC1019,LOC00192,IT,20141,Milan,45.58983,9.18289,2400117,398488,143971,25000,1920094,1100,5000
DEMO-1,ACC1005,LOC00430,DE,10990,Berlin,52.48196,13.27630,1867803,751811,433531,10000,,1200,5100
DEMO-1,ACC1002,DIRTY001,DE,44611,Dortmund,,,1937991,356715,427934,25000,,2100,5950
DEMO-1,ACC1000,LOC00466,DE,50799,Cologne,50.93990,6.96343,6091183,1629158,876137,2500,4872946,2100,5100
DEMO-1,ACC1000,LOC00362,DE,50743,Cologne,51.05909,6.94393,2982833,778740,177081,2500,,1100,5200
DEMO-1,ACC1011,LOC00019,BE,20718,Antwerp,51.13093,4.34329,2089300,414002,523301,2500,,2100,5100
DEMO-1,ACC1008,LOC00403,NL,30128,Rotterdam,51.99581,4.37947,1332566,330997,383402,5000,,3000,5200
DEMO-1,ACC1018,LOC00443,ES,28567,Madrid,40.31819,-3.77982,4409026,724257,711629,10000,,1050,5200
DEMO-1,ACC1012,LOC00334,FR,75207,Paris,48.95114,2.34024,1570587,474442,392528,5000,,1200,5000
DEMO-1,ACC1012,LOC00392,FR,75319,Paris,48.93043,2.35414,558303,160470,59238,2500,,3000,5000
DEMO-1,ACC1007,LOC00485,NL,10448,Amsterdam,52.36005,4.62018,4213272,1616032,236598,25000,,2100,5100
DEMO-1,ACC1007,LOC00445,NL,10862,Amsterdam,52.36578,5.03426,4274399,1314066,1146147,10000,3419519,1050,5000
DEMO-1,ACC1007,LOC00038,NL,10832,Amsterdam,52.44954,4.80239,8473843,1632974,2051522,2500,,1200,5100
DEMO-1,ACC1007,LOC00261,NL,10164,Amsterdam,52.38045,4.85074,728727,310921,134940,5000,,3000,5100
DEMO-1,ACC1007,LOC00149,NL,10347,Amsterdam,52.38412,4.73643,8317069,3734720,892225,1000,,3000,5000
DEMO-1,ACC1009,LOC00351,NL,35923,Utrecht,52.13876,5.04665,845317,189285,213108,10000,,2100,5100
DEMO-1,ACC1001,LOC00321,DE,40115,Dusseldorf,51.27794,6.82723,4861668,1301057,1026140,25000,3889335,2100,5200
DEMO-1,ACC1007,LOC00428,NL,10910,Amsterdam,52.32838,4.97716,1583551,554584,455341,10000,,3000,5100
DEMO-1,ACC1002,LOC00368,DE,44671,Dortmund,51.46329,7.60746,1844361,742196,279388,10000,,1200,5950
DEMO-1,ACC1003,LOC00207,DE,20938,Hamburg,53.56099,9.79604,14089148,3615296,2555138,25000,,1200,5000
DEMO-1,ACC1004,LOC00468,DE,60984,Frankfurt,50.15282,8.50596,819473,314625,85855,25000,655579,1050,5100
DEMO-1,ACC1001,LOC00364,DE,40376,Dusseldorf,51.27757,6.78600,3022698,705595,795199,5000,,3000,5200
DEMO-1,ACC1007,LOC00130,NL,10785,Amsterdam,52.39593,4.85289,5851143,2007487,986552,1000,,2100,5100
DEMO-1,ACC1012,LOC00006,FR,75922,Paris,48.80899,2.30238,7218239,1455863,1213431,5000,,1050,5200
DEMO-1,ACC1014,LOC00144,FR,69379,Lyon,45.87578,4.90913,2161803,786848,539019,2500,1729442,1050,5100
DEMO-1,ACC1007,LOC00043,NL,10914,Amsterdam,52.33405,5.11643,137119,61519,21420,25000,,1050,5200
DEMO-1,ACC1002,LOC00424,DE,44822,Dortmund,51.46688,7.43705,1407303,594704,316943,5000,,3000,5200
DEMO-1,ACC1018,LOC00214,ES,28759,Madrid,40.38905,-3.82935,469833,207926,67457,5000,,1050,5200
DEMO-1,ACC1007,LOC00209,NL,10532,Amsterdam,52.37965,4.86111,8311284,2051598,2386954,5000,6649027,1100,5100
DEMO-1,ACC1002,LOC00417,DE,44730,Dortmund,51.53169,7.36232,3706198,997885,289001,1000,2964958,1100,5100
DEMO-1,ACC1010,LOC00103,BE,10571,Brussels,50.80482,4.49353,1655627,591867,354779,25000,,3000,5100
DEMO-1,ACC1000,LOC00266,DE,50233,Cologne,50.98406,6.70040,19097486,8576132,4663754,10000,15277989,1200,5100
DEMO-1,ACC1003,LOC00379,DE,20302,Hamburg,53.51134,9.94319,3964230,1250711,283111,10000,,1050,5100
DEMO-1,ACC1002,LOC00118,DE,44651,Dortmund,51.50047,7.60970,2098808,594009,132362,10000,,2100,5100
DEMO-1,ACC1004,LOC00401,DE,60223,Frankfurt,50.15933,8.38477,3191447,1023544,936891,2500,,3000,5000
DEMO-1,ACC1001,LOC00093,DE,40660,Dusseldorf,51.21973,6.71763,10967154,3753970,2691311,1000,,1050,5100
DEMO-1,ACC1009,LOC00017,NL,35184,Utrecht,52.04534,4.86265,396199,94001,113021,1000,,1050,5000
DEMO-1,ACC1003,LOC00061,DE,20550,Hamburg,53.63844,9.87654,1027249,256177,304691,1000,,3000,5000
DEMO-1,ACC1015,LOC00287,GB,EC659,London,51.61023,-0.23595,743914,237179,42382,2500,595131,2100,5100
DEMO-1,ACC1015,LOC00080,GB,EC823,London,51.38484,-0.21061,9325763,3610537,1548612,2500,7460611,1050,5000
DEMO-1,ACC1001,LOC00425,DE,40411,Dusseldorf,51.24913,6.69349,9127913,2903484,932009,25000,,3000,5200
DEMO-1,ACC1015,LOC00142,GB,EC604,London,51.52764,-0.16989,3805915,1503483,705511,2500,,3000,5000
DEMO-1,ACC1001,LOC00063,DE,40622,Dusseldorf,51.17449,7.03242,2176601,705178,460671,1000,,2100,5200
DEMO-1,ACC1009,LOC00244,NL,35967,Utrecht,52.17294,5.24130,2906363,621125,437729,10000,,1200,5950
DEMO-1,ACC1007,LOC00283,NL,10683,Amsterdam,52.40832,4.92068,8973222,1705377,771794,25000,7178578,2100,5200
DEMO-1,ACC1003,LOC00317,DE,20345,Hamburg,53.62750,9.95663,2267730,916265,252671,5000,,3000,5100
DEMO-1,ACC1011,LOC00068,BE,20826,Antwerp,51.19814,4.40608,1486551,467143,254861,10000,,3000,5200
DEMO-1,ACC1006,LOC00163,DE,80480,Munich,48.18037,11.46954,5020763,925753,851986,10000,,3000,5000
DEMO-1,ACC1004,LOC00180,DE,60530,Frankfurt,50.07961,8.62934,1199787,184365,308917,5000,,3000,5950
DEMO-1,ACC1008,LOC00181,NL,30170,Rotterdam,51.92312,4.60469,1216277,411518,288667,2500,,1100,5100
DEMO-1,ACC1007,LOC00191,NL,10235,Amsterdam,52.41223,4.98311,1538156,585445,171620,5000,,2100,5100
DEMO-1,ACC1012,LOC00086,FR,75192,Paris,48.83518,2.43441,537407,162646,105718,25000,,1050,5000
DEMO-1,ACC1002,LOC00204,DE,44606,Dortmund,51.49311,7.51773,1448642,353177,222677,5000,,3000,5950
DEMO-1,ACC1016,LOC00441,GB,B1721,Birmingham,52.58175,-1.85412,4917681,1826781,954733,2500,,1200,5950
DEMO-1,ACC1017,LOC00471,GB,M1833,Manchester,53.51984,-2.35599,21511086,8908827,3508653,5000,,3000,5100
DEMO-1,ACC1009,LOC00456,NL,35369,Utrecht,52.22412,5.17628,2028619,861650,541270,25000,1622896,1200,5100
DEMO-1,ACC1005,LOC00304,DE,10128,Berlin,52.66265,13.11850,11092261,1736593,2941274,2500,,1100,5200
DEMO-1,ACC1005,LOC00253,DE,10622,Berlin,52.46499,13.39358,1479959,485882,111814,5000,,3000,5200
DEMO-1,ACC1010,LOC00096,BE,10739,Brussels,50.81181,4.35901,491391,109991,87998,25000,,2100,5100
DEMO-1,ACC1013,LOC00200,FR,59110,Lille,50.56347,3.09534,5462051,2416165,1590459,25000,,1050,5000
DEMO-1,ACC1003,LOC00462,DE,20217,Hamburg,53.62000,9.95558,9380820,3394403,2431707,1000,,2100,5950
DEMO-1,ACC1015,LOC00270,GB,EC760,London,51.40321,-0.16883,2883987,834159,829535,2500,,1200,5100
DEMO-1,ACC1011,LOC00327,BE,20360,Antwerp,51.37188,4.42273,1041287,162125,90519,2500,,3000,5100
DEMO-1,ACC1007,LOC00399,NL,10984,Amsterdam,52.36250,4.77194,11631680,3141519,2099678,2500,,3000,5100
DEMO-1,ACC1008,LOC00185,NL,30917,Rotterdam,51.98093,4.35333,5184058,1456799,1518459,10000,4147246,1100,5100
DEMO-1,ACC1008,LOC00405,NL,30950,Rotterdam,51.86276,4.50310,4237134,811425,981310,10000,,2100,5200
DEMO-1,ACC1010,LOC00354,BE,10559,Brussels,51.06086,4.31814,3539170,1150172,786578,2500,,1050,5200
DEMO-1,ACC1004,LOC00238,DE,60776,Frankfurt,50.05155,8.88239,4277612,1636511,977646,1000,,2100,5200
DEMO-1,ACC1007,LOC00097,NL,10603,Amsterdam,52.44595,4.82648,2961616,1033486,450135,10000,,2100,5950
DEMO-1,ACC1011,LOC00218,BE,20382,Antwerp,51.25308,4.44252,9854048,2077031,1378715,1000,,3000,5950
DEMO-1,ACC1006,LOC00316,DE,80838,Munich,48.13960,11.46531,4037055,1678621,607030,1000,,1050,5000
DEMO-1,ACC1004,LOC00090,DE,60762,Frankfurt,50.18026,8.67990,9984537,4038296,2215655,2500,,1200,5000
DEMO-1,ACC1009,LOC00418,NL,35124,Utrecht,52.22980,5.13791,1159356,461603,197126,1000,,1050,5950
DEMO-1,ACC1012,LOC00174,FR,75666,Paris,48.93304,2.53743,1713370,439830,450278,1000,,1200,5950
DEMO-1,ACC1008,LOC00313,NL,30997,Rotterdam,51.77737,4.50689,2515876,1041084,587925,10000,,3000,5950
DEMO-1,ACC1007,LOC00290,NL,10159,Amsterdam,52.26453,4.94117,3365991,1334905,622829,5000,2692793,1050,5100
DEMO-1,ACC1010,LOC00230,BE,10448,Brussels,50.84554,4.46171,455166,100536,49417,1000,,3000,5000
DEMO-1,ACC1015,LOC00303,GB,EC421,London,51.47283,-0.06156,1356663,476035,189692,5000,1085330,1100,5100
DEMO-1,ACC1008,DIRTY003,NL,30972,Rotterdam,651.2,4.30240,2408557,815966,286069,10000,,2100,5000
DEMO-1,ACC1015,LOC00216,GB,EC705,London,51.51220,-0.18949,2634649,1046674,638913,1000,2107719,1050,5000
DEMO-1,ACC1010,LOC00059,BE,10910,Brussels,50.87020,4.37412,2611963,650697,172041,1000,,1200,5100
DEMO-1,ACC1014,LOC00037,FR,69946,Lyon,45.79406,4.67309,1184074,508407,304792,10000,947259,1050,5200
DEMO-1,ACC1005,LOC00110,DE,10409,Berlin,52.51718,13.60122,4957350,1526751,1239490,25000,,1200,5000
DEMO-1,ACC1006,LOC00184,DE,80403,Munich,48.13377,11.51406,2936235,748419,662157,25000,,1100,5200
DEMO-1,ACC1009,LOC00292,NL,35154,Utrecht,52.14013,5.15780,7018556,1337968,1719245,2500,5614845,2100,5200
DEMO-1,ACC1006,LOC00208,DE,80906,Munich,48.08956,11.49508,4991873,950717,1200939,5000,,1050,5100
DEMO-1,ACC1015,LOC00029,GB,EC802,London,51.51000,-0.23178,641774,272780,123734,2500,,3000,5200
DEMO-1,ACC1002,LOC00442,DE,44179,Dortmund,51.37040,7.39946,694305,246276,63538,2500,,1050,5950
DEMO-1,ACC1010,LOC00394,BE,10104,Brussels,50.92449,4.18058,8199368,2265752,718994,2500,,1200,5200
DEMO-1,ACC1013,LOC00415,FR,59707,Lille,50.70476,3.21074,8547338,2633393,2038580,1000,,2100,5000
DEMO-1,ACC1015,LOC00259,GB,EC749,London,51.60399,-0.10600,1327375,534475,266882,5000,,2100,5100
DEMO-1,ACC1003,LOC00307,DE,20650,Hamburg,53.54079,9.91436,920183,361775,256568,25000,,2100,5000
DEMO-1,ACC1005,LOC00084,DE,10341,Berlin,52.48211,13.39415,3355338,938821,603673,25000,2684270,2100,5000
DEMO-1,ACC1011,LOC00324,BE,20869,Antwerp,51.36124,4.35729,8288466,3195755,695272,5000,6630773,3000,5200
DEMO-1,ACC1013,LOC00089,FR,59803,Lille,50.62110,2.99521,1462938,349588,333865,1000,,2100,5950
DEMO-1,ACC1001,LOC00101,DE,40405,Dusseldorf,51.15084,6.67607,2799519,1006702,416736,10000,,2100,5950
DEMO-1,ACC1002,LOC00058,DE,44422,Dortmund,51.57787,7.61080,1358426,474734,112320,25000,,1050,5000
DEMO-1,ACC1003,LOC00373,DE,20208,Hamburg,53.41036,10.09493,1602057,321942,380149,1000,1281645,1100,5950
DEMO-1,ACC1010,LOC00030,BE,10519,Brussels,50.80300,4.18009,3637179,1049717,663476,5000,2909743,2100,5000
DEMO-1,ACC1007,LOC00312,NL,10376,Amsterdam,52.37357,4.76773,2600144,702117,147907,1000,,3000,5100
DEMO-1,ACC1001,LOC00112,DE,40282,Dusseldorf,51.24649,6.87139,4114364,1654959,873899,25000,,1100,5950
DEMO-1,ACC1011,LOC00173,BE,20630,Antwerp,51.24006,4.38624,790826,191350,175351,5000,632661,2100,5950
DEMO-1,ACC1005,LOC00141,DE,10216,Berlin,52.57134,13.11677,5628118,1542120,930842,10000,4502495,3000,5200
DEMO-1,ACC1000,LOC00274,DE,50408,Cologne,51.02379,6.98736,10035072,3096840,2485453,1000,8028058,1100,5100
DEMO-1,ACC1019,LOC00381,IT,20330,Milan,45.52125,9.13298,961835,373787,161811,5000,,1050,5000
DEMO-1,ACC1007,LOC00073,NL,10312,Amsterdam,52.41526,4.93857,2079822,340252,421889,10000,1663858,1100,5100
DEMO-1,ACC1008,LOC00100,NL,30264,Rotterdam,51.84941,4.62870,5774841,2375914,903218,2500,,1050,5100
DEMO-1,ACC1006,LOC00071,DE,80686,Munich,48.11782,11.64181,1308198,319031,387999,5000,,1200,5000
DEMO-1,ACC1015,LOC00045,GB,EC341,London,51.48880,-0.14337,2711526,1023679,530530,1000,,3000,5100
DEMO-1,ACC1001,LOC00391,DE,40593,Dusseldorf,51.18768,6.83586,154877,36937,36352,2500,123901,1050,5950
DEMO-1,ACC1012,LOC00194,FR,75918,Paris,48.79554,2.39735,2681833,797712,565342,1000,2145467,3000,5100
DEMO-1,ACC1000,LOC00109,DE,50927,Cologne,50.86013,6.99069,5078335,1055228,304683,25000,4062668,1050,5100
DEMO-1,ACC1006,LOC00111,DE,80494,Munich,48.10529,11.67788,2887285,937039,412639,5000,,1050,5200
DEMO-1,ACC1008,LOC00447,NL,30237,Rotterdam,51.88610,4.52088,2827835,614757,595508,2500,,3000,5950
DEMO-1,ACC1000,LOC00293,DE,50310,Cologne,50.91518,6.98357,831097,146472,83228,25000,664878,2100,5200
DEMO-1,ACC1006,LOC00262,DE,80470,Munich,48.18227,11.62119,5853114,1646890,1315969,10000,,3000,5950
DEMO-1,ACC1012,LOC00122,FR,75720,Paris,48.84043,2.34674,4370836,1373607,325293,5000,,1100,5200
DEMO-1,ACC1004,LOC00359,DE,60258,Frankfurt,49.99552,8.64615,303883,100885,54944,5000,,1100,5950
DEMO-1,ACC1014,LOC00271,FR,69929,Lyon,45.85206,4.85465,528255,189440,134887,5000,,2100,5000
DEMO-1,ACC1001,LOC00210,DE,40725,Dusseldorf,51.19251,6.67691,3614413,1610245,999730,1000,,1050,5950
DEMO-1,ACC1013,LOC00048,FR,59211,Lille,50.69967,2.94996,3151477,1316125,663854,10000,2521182,1200,5200
DEMO-1,ACC1012,LOC00135,FR,75956,Paris,48.81938,2.22202,5488381,1216390,1562391,25000,4390705,1050,5950
DEMO-1,ACC1012,LOC00069,FR,75544,Paris,48.98209,2.38657,5576805,1543901,756960,10000,,1050,5950
